,location_population,friends_number,sex,education,dob,daily_commute,In relationship,Married,Married with kids,Single,Mastercard,Revolut,Visa,Gym,Squash,Bodybuilding,Rowing,Cardio,Weightlifting,Badminton,Crossfit,Fitness,Stretching,Power bike,Kettleballs
1110,1764615,200,0.0,6.0,41.0,35.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1113,74312,89,1.0,3.0,24.0,11.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,109021,128,1.0,4.0,58.0,18.0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1115,767348,212,1.0,5.0,35.0,64.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1116,11994,372,1.0,4.0,23.0,11.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1117,68195,162,1.0,4.0,44.0,56.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1118,62243,302,0.0,2.0,37.0,40.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1119,1656,248,1.0,5.0,45.672,80.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1120,68195,209,1.0,3.0,45.29807692307692,81.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1121,25533,188,0.0,2.0,30.0,97.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1123,5988,193,0.0,3.0,36.0,92.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1125,120787,365,0.0,4.0,59.0,62.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1127,20919,204,0.0,5.0,33.0,84.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1128,297288,270,1.0,4.0,57.0,8.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,5402,192,0.0,2.0,30.0,51.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1131,403883,163,0.0,4.0,23.0,13.0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1132,35445,312,0.0,3.0,26.0,52.352112676056336,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1133,173070,214,1.0,5.0,49.0,19.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1134,47387,278,1.0,1.0,40.0,52.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1135,29992,287,0.0,3.0,44.0,99.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1136,638586,181,1.0,2.0,42.77777777777778,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,48114,343,1.0,4.0,57.0,27.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1138,1764615,212,1.0,3.0,76.0,69.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,72892,140,1.0,4.0,57.0,79.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1140,25924,174,1.0,2.0,23.0,75.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1141,5699,200,0.0,4.0,23.0,51.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1142,3994,275,0.0,4.0,58.0,66.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,8868,0,1.0,4.0,39.0,78.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1144,1764615,311,0.0,2.0,36.0,60.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,638586,207,0.0,5.0,35.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1146,56690,177,0.0,1.0,49.0,25.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1147,69852,249,0.0,5.0,32.0,11.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1148,6792,256,1.0,4.0,27.0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,61808,50,1.0,4.0,31.0,48.4750830564784,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1150,339850,65,1.0,3.0,30.0,13.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1151,16272,87,1.0,3.0,65.0,97.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,26148,12,1.0,5.0,23.0,66.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1155,3696,360,1.0,4.0,74.0,17.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,48060,241,1.0,3.0,34.0,84.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1158,1764615,144,1.0,1.0,36.0,62.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1159,1764615,211,1.0,5.0,41.0,25.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1160,31974,117,1.0,4.0,57.0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1161,171505,110,1.0,5.0,58.0,74.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,73577,170,1.0,4.0,48.0,20.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1163,37892,160,1.0,4.0,25.0,12.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,29845,152,0.0,2.0,59.0,49.67351598173516,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1165,101625,210,1.0,4.0,35.0,48.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1166,23863,199,0.0,5.0,33.0,89.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1167,767348,267,1.0,2.0,42.0,20.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1168,339850,173,0.0,5.0,22.0,68.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1169,690422,385,1.0,4.0,75.0,48.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1170,1764615,182,1.0,4.0,42.0,63.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1171,638586,313,0.0,2.0,67.0,52.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1174,339850,128,1.0,3.0,41.0,84.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1175,173070,131,1.0,1.0,50.0,23.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1176,1764615,262,0.0,5.0,46.0,46.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1177,36790,48,1.0,5.0,29.0,38.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1178,64197,184,1.0,2.0,39.0,36.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1181,1764615,181,1.0,5.0,59.0,33.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1182,168394,166,1.0,5.0,64.0,43.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1183,49513,116,0.0,2.0,47.0,37.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,246306,275,1.0,5.0,59.0,49.55,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1186,92090,282,0.0,3.0,36.0,47.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1188,35921,119,1.0,1.0,61.0,49.55,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1189,1764615,137,0.0,6.0,23.0,43.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1191,17777,169,1.0,2.0,47.0,11.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1192,139819,227,1.0,5.0,61.0,21.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1195,174349,236,1.0,4.0,24.0,73.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1197,5950,136,1.0,2.0,48.0,33.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,19348,200,1.0,5.0,61.0,86.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1200,46568,272,0.0,1.0,43.0,96.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1201,690422,281,1.0,4.0,61.0,79.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1202,690422,235,1.0,4.0,44.0,50.70429252782194,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,72364,149,1.0,3.0,44.0,79.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1205,189662,319,1.0,6.0,44.0,40.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,46409,457,0.0,2.0,67.0,79.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,202562,226,1.0,6.0,45.672,73.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1208,109650,232,1.0,5.0,40.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1209,538633,196,0.0,6.0,35.0,30.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1210,60257,179,0.0,4.0,28.0,57.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1212,1764615,268,0.0,3.0,51.0,52.352112676056336,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1213,16600,174,0.0,5.0,45.0,89.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1215,18441,168,1.0,4.0,35.0,49.454054054054055,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,36533,274,0.0,4.0,25.0,49.32786885245902,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,48632,176,0.0,5.0,26.0,50.8388625592417,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1218,109021,253,1.0,2.0,38.0,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1219,1764615,196,1.0,5.0,45.29807692307692,80.0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
1221,5615,312,1.0,3.0,58.0,12.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,34821,262,1.0,4.0,41.0,25.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1223,11944,205,1.0,4.0,74.0,15.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1224,2120,278,1.0,4.0,45.0,85.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1225,113621,37,0.0,3.0,43.69859813084112,64.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1226,174349,296,1.0,5.0,47.0,49.454054054054055,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1227,246306,140,1.0,2.0,62.0,49.55,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,49908,181,1.0,4.0,48.0,43.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1229,68943,87,1.0,3.0,50.0,27.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1230,11230,153,0.0,4.0,41.0,49.32786885245902,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
1232,403883,139,1.0,4.0,32.0,48.4750830564784,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1233,138578,314,1.0,1.0,48.0,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,1764615,262,1.0,4.0,58.0,54.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1235,2865,204,1.0,3.0,47.0,44.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1237,352313,392,1.0,3.0,79.0,29.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1238,246306,153,0.0,4.0,30.0,80.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1239,339850,266,0.0,4.0,45.0,64.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,3782,224,1.0,4.0,49.0,14.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1241,138578,357,1.0,4.0,36.0,59.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1242,767348,129,1.0,4.0,48.0,81.0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1243,68943,132,0.0,5.0,50.0,49.67351598173516,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1244,767348,161,0.0,3.0,36.0,94.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1246,39084,316,0.0,3.0,56.0,65.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1247,204013,165,0.0,3.0,60.0,97.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1248,25611,224,0.0,1.0,34.0,52.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,57964,162,1.0,4.0,53.0,58.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1251,35795,174,0.0,5.0,48.0,49.67351598173516,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1252,296262,302,0.0,5.0,37.0,13.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,352313,40,0.0,3.0,58.0,40.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1254,16360,141,0.0,3.0,33.0,46.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1255,246306,120,1.0,4.0,35.0,88.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1256,1764615,244,1.0,1.0,26.0,22.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1257,174349,109,1.0,1.0,32.0,57.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1258,47660,6,0.0,2.0,32.0,61.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1259,89590,117,1.0,3.0,51.0,50.70429252782194,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1260,352313,247,1.0,5.0,26.0,96.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1261,4426,173,0.0,6.0,63.0,95.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1262,1764615,204,0.0,6.0,23.0,25.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1263,60257,349,0.0,3.0,23.0,88.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1264,61903,169,1.0,3.0,32.0,73.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,168394,203,1.0,5.0,37.0,33.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1266,39084,0,1.0,2.0,56.0,72.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1267,80072,115,1.0,2.0,29.0,56.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1269,174349,249,1.0,5.0,45.672,48.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1270,100324,104,0.0,6.0,31.0,49.32786885245902,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1271,204013,146,1.0,5.0,75.0,78.0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1272,1764615,86,1.0,6.0,50.0,78.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1273,690422,300,1.0,2.0,23.0,86.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1274,121121,86,1.0,4.0,33.0,67.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1275,8984,299,1.0,5.0,57.0,46.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,464254,212,0.0,4.0,63.0,40.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1277,1764615,198,0.0,2.0,39.0,40.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1279,24368,55,0.0,5.0,47.0,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1280,1764615,230,0.0,4.0,49.0,49.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1281,101625,218,0.0,4.0,43.0,53.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1282,538633,143,1.0,2.0,26.0,24.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1284,202562,192,1.0,1.0,30.0,49.55,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1285,11293,266,0.0,4.0,62.0,62.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,27311,256,1.0,5.0,49.0,33.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1287,10297,226,1.0,6.0,46.14666666666667,37.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1288,37123,127,0.0,1.0,39.0,14.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1289,196804,184,1.0,5.0,44.0,6.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,189662,180,1.0,4.0,50.0,21.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,37123,236,0.0,2.0,42.0,31.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1292,34821,69,0.0,3.0,79.0,14.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1293,139129,265,1.0,4.0,49.0,62.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1295,38723,145,1.0,3.0,26.0,40.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1296,1764615,232,1.0,5.0,46.14666666666667,63.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1297,352313,219,1.0,4.0,45.672,98.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,33243,52,0.0,2.0,43.69859813084112,41.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,464254,309,1.0,5.0,62.0,81.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1301,10946,121,0.0,1.0,26.0,8.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1302,173070,219,0.0,5.0,56.0,52.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1303,120895,100,0.0,1.0,49.0,54.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,23809,192,1.0,1.0,46.0,47.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,40243,136,1.0,5.0,38.0,53.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,1764615,181,1.0,1.0,34.0,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1311,339850,343,1.0,4.0,37.0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1312,11672,224,1.0,4.0,45.0,49.55,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1313,767348,149,1.0,4.0,39.0,12.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,16756,206,0.0,4.0,36.0,57.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,15661,163,1.0,3.0,45.0,24.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,73577,265,1.0,4.0,54.0,73.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1317,1764615,186,0.0,3.0,23.0,33.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1318,1764615,159,0.0,2.0,54.0,17.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1319,1764615,306,0.0,4.0,43.69859813084112,23.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1321,202562,0,1.0,3.0,35.0,89.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,32883,93,0.0,3.0,35.0,57.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1323,1764615,213,0.0,4.0,33.0,87.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1324,27311,337,0.0,3.0,40.63265306122449,33.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,27478,350,0.0,5.0,41.0,23.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,28329,298,0.0,3.0,48.0,83.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1327,40423,178,0.0,2.0,48.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1328,3681,97,1.0,3.0,43.0,72.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1329,61237,80,1.0,3.0,52.0,55.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1331,189662,211,1.0,5.0,45.672,50.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1332,638586,249,0.0,5.0,28.0,52.352112676056336,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1333,1764615,148,1.0,4.0,41.0,50.70429252782194,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,69554,378,0.0,6.0,37.0,20.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1336,352313,308,0.0,5.0,41.0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1337,202562,238,0.0,2.0,53.0,73.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1338,12354,76,1.0,4.0,35.0,48.4750830564784,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1339,196804,159,1.0,4.0,29.0,60.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1340,1764615,181,0.0,4.0,48.0,29.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1341,403883,170,1.0,4.0,27.0,66.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1343,202562,331,0.0,3.0,31.0,49.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1344,1764615,159,1.0,4.0,49.0,83.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1345,1764615,102,1.0,5.0,26.0,7.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1346,47660,201,1.0,3.0,46.14666666666667,29.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1347,1764615,123,0.0,4.0,45.26573426573427,70.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1348,33243,234,1.0,2.0,47.0,43.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1349,46568,162,1.0,4.0,28.0,48.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1350,204013,178,1.0,5.0,61.0,39.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,73577,177,1.0,2.0,40.0,2.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1352,5520,336,1.0,4.0,39.0,48.4750830564784,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1354,11924,259,1.0,6.0,23.0,86.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1355,17484,246,1.0,6.0,24.0,19.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1356,403883,144,0.0,5.0,56.0,7.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1358,60628,201,1.0,4.0,31.0,14.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1359,27193,434,0.0,4.0,62.0,68.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1362,174349,89,1.0,4.0,36.0,50.70429252782194,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1363,638586,465,1.0,5.0,62.0,66.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,24325,159,1.0,3.0,35.0,44.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,1764615,215,1.0,2.0,23.0,25.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1367,18415,148,1.0,6.0,46.14666666666667,3.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1368,13793,277,0.0,4.0,48.0,55.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,138578,420,1.0,4.0,64.0,58.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1370,37164,305,0.0,5.0,45.26573426573427,52.352112676056336,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1371,84041,183,0.0,2.0,36.0,51.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1372,128140,326,1.0,1.0,56.0,48.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,25102,195,0.0,4.0,29.0,13.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1374,24368,93,0.0,5.0,64.0,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1375,67523,303,0.0,3.0,67.0,12.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1376,15725,115,0.0,4.0,52.0,60.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
